1586135,1
1586070,1
1586046,1
1586011,1
1585629,1
1585581,3
1585398,1
1585349,1
1585348,1
1585344,1
1585284,1
1585109,1
1584997,1
1584990,1
1584990,1
1584989,1
1584989,1
1584989,1
1584989,1
1584816,1
1584816,1
1584816,1
1584816,1
1584816,1
1584816,1
1584816,1
1584816,1
1584816,1
1584815,1
1584815,1
1584676,1
1584676,1
1584671,1
1584671,1
1584671,1
1584671,1
1584671,1
1584671,1
1584670,1
1584670,1
1584670,1
1584609,1
1584455,1
1584122,1
1584122,1
1584121,1
1584121,1
1584121,1
1584121,1
1584121,1
1584121,1
1584121,1
1584121,1
1584120,1
1584107,2
1584001,1
1583984,1
1583937,1
1583923,1
1583772,1
1583467,1
1583467,1
1583309,1
1583309,1
1583308,1
1583308,1
1583308,1
1583308,1
1583197,1
1583137,1
1583072,1
1582670,1
1582670,1
1582670,1
1582609,1
1582240,1
1581843,1
1581842,1
1581718,1
1581718,1
1581451,2
1581430,2
1581102,1
1581101,1
1581094,1
1579429,1
1579418,1
1579416,1
1579413,1
1579290,1
1579271,1
1579117,1
1579116,1
1579113,1
1579024,1
1578955,1
1578952,1
1578950,1
1578949,1
1578949,1
1578949,1
1578949,1
1578948,1
1578948,1
1578948,1
1578948,1
1578935,1
1578935,1
1578934,1
1578934,1
1578934,1
1578934,1
1578934,1
1578934,1
1578934,1
1578933,1
1578933,1
1578933,1
1578929,1
1578928,1
1578826,1
1578484,1
1578422,1
1578374,1
1578272,2
1578078,1
1577944,1
1577489,1
1576503,1
1576503,1
1576502,1
1576405,1
1576073,1
1576021,1
1575699,1
1575539,1
1575470,1
1575427,1
1575371,1
1575363,1
1575280,1
1574960,1
1574858,1
1574794,1
1574793,1
1574765,1
1574746,1
1574709,1
1574678,1
1574598,1
1574587,2
1574512,1
1574512,1
1574497,4
1574300,1
1574166,1
1573811,1
1573810,1
1573133,1
1573130,1
1573121,1
1572879,1
1572761,2
1572261,1
1572185,1
1572036,1
1571144,1
1571143,1
1571143,1
1571103,1
1571102,1
1571098,1
1571096,1
1571095,1
1571093,1
1571092,1
1571011,1
1570741,1
1570672,1
1570181,1
1569987,1
1569913,1
1568805,1
1568137,1
1568094,1
1567884,1
1567882,1
1567789,1
1567761,1
1567411,1
1567410,1
1567409,1
1567236,1
1567234,1
1567183,1
1567168,1
1567167,1
1566715,1
1566647,1
1566646,1
1566120,1
1566098,1
1566097,1
1566016,1
1565928,1
1565927,1
1565911,1
1565910,1
1565909,1
1565887,1
1565876,1
1565875,1
1565875,1
1565874,1
1565874,1
1565865,1
1565807,1
1565765,1
1565647,1
1565382,1
1564772,1
1564665,1
1564625,1
1564320,1
1563801,1
1563716,1
1563154,1
1563132,1
1563075,1
1562367,1
1562345,1
1562245,1
1562245,1
1562041,1
1561754,1
1561752,2
1561662,1
1560896,1
1560778,1
1560549,1
1560278,1
1560191,1
